district,name,abbreviated_name,address,chief,phone,fax,email,mo,inn,ogrn,note
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 382 Красносельского района Санкт-Петербурга,ГБОУ СОШ № 382 Санкт-Петербурга,"198320,Санкт-Петербург, город Красное Село, Кингисеппское шоссе, дом 10, корпус 4, литера А",Грудо Наталия Владимировна,573-97-47,573-97-47,school382@list.ru,Красное Село,7807016202,1027804605652,
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя oбщеобразовательная школа №383 Красносельского района Санкт-Петербурга,ГБОУ СОШ №383 Санкт-Петербурга,"198205, Санкт-Петербург г, Авангардная ул, дом 21,литер А",Фаррахов Тахиржан Назипович,417-28-36,735-45-08,school383-2010@yandex.ru,Урицк,7807024860,1027804600526,
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №385 Красносельского района Санкт-Петербурга,ГБОУ СОШ №385 Санкт-Петербурга,"198206, Санкт-Петербург г, Пионерстроя ул, дом 9, корпус  1, литер А",Архипова Татьяна Владимировна,417-63-62,417-63-62,school385@mail.ru,Сосновая Поляна,7807033215,1027804607577,
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 390 Красносельского района Санкт-Петербурга,ГБОУ СОШ № 390 Санкт-Петербурга,"198259, Санкт-Петербург г, Здоровцева ул, дом 33, корпус  2, литер А",Иванова Лариса Викторовна,417-52-82,417-52-82,school390spb@gmail.com,Константиновское,7807047056,1027804603672,
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 391 Красносельского района Санкт-Петербурга,ГБОУ СОШ №391 Санкт-Петербурга,"198323, Санкт-Петербург, Красносельское шоссе, дом 34, литер А",Гапотченко Татьяна Олеговна,746-27-31,746-12-79,school391@mail.ru,Горелово,7807019323,1027804604255,
Красносельский,"198328,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №394 Красносельского района Санкт-Петербурга",ГБОУ СОШ № 394 Санкт-Петербурга,"198328,г.Санкт-Петербург, Брестский бульвар, дом 19, корпус 2, литера А",Александрова Валентина Васильевна,417-65-62,417-65-62,sch394@yandex.ru,Южно-Приморский,7807008265,1027804604156,
Красносельский,Государственное бюджетное общеобразовательное учреждение лицей № 395 Красносельского района Санкт-Петербурга,ГБОУ лицей № 395 Санкт-Петербурга,"198264, Санкт-Петербург, Ветеранов проспект, дом 135, литер А",Сергеева Светлана Петровна,744-00-47,744-00-47,licei395spb@mail.ru,Сосновая Поляна,7807013427,1027804602715,
Красносельский,"198326,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №398 Красносельского района Санкт-Петербурга",ГБОУ школа №398,"198326, Санкт-Петербург г, Политрука Пасечника ул, дом 3, литер А",Колоколова Наталья Петровна,746-13-33,746-13-33,spb398@yandex.ru,Горелово,7807026627,1027804600713,
Красносельский,"198334, Государственное бюджетное общеобразовательное учреждение гимназия №399 Красносельского района Санкт-Петербурга",ГБОУ гимназия №399 Санкт-Петербурга,"198334, Санкт-Петербург г, Добровольцев, дом 60, корпус  2, литер А",Бурцева Наталья Михайловна,736-93-67,736-93-67,info@school399.ru,Урицк,7807015248,1027804601483,
Красносельский,"198218,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №414 Красносельского района Санкт-Петербурга",ГБОУ СОШ №414 Санкт-Петербурга,"г.Санкт-Петербург, Сергиево, Российский бульвар, дом 4/2, литера А",Газыева Татьяна Артемовна,738-98-29,738-98-29,school414@mail.ru,Константиновское,7807026472,1027804605443,
Красносельский,Государственное бюджетное общеобразовательное учреждение гимназия № 505 Красносельского района Санкт-Петербурга,ГБОУ гимназия № 505 Санкт-Петербурга,"198259, Санкт-Петербург г, Тамбасова ул, дом 26, корпус  1, литер А",Шестакова Наталья Михайловна,417-27-16,417-27-16,school505@mail.ru,Константиновское,7807012938,1027804599184,
Красносельский,Государственное бюджетное общеобразовательное учреждение школа №509 Красносельского района Санкт-Петербурга,ГБОУ № 509,"198206, Санкт-Петербург г, Капитана Грищенко ул, дом 3, корпус  1",Зверева Марина Геннадьевна,702-38-62,702-38-62,info@school509.spb.ru,Южно-Приморский,7807062382,1147847543084,
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №546 с углубленным изучением предметов художественно-эстетического цикла Красносельского района Санкт-Петербурга,ГБОУ СОШ №546 Санкт-Петербурга,"198332, Санкт-Петербург, Ленинский проспект, дом 80, корпус 2", ,241-58-55,241-58-55,mail@school546.spb.ru,Южно-Приморский,7807010225,1027804606191,
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 547 Красносельского района Санкт-Петербурга,ГБОУ СОШ № 547,"198328, Санкт-Петербург г, Санкт-Петербург, Адмирала Коновалова ул, дом 6, корпус  2",Малая Анна Геннадьевна,547-17-55,547-17-55,info@school547.ru,Южно-Приморский,7807387768,1147847043717,
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 548 с углубленным изучением английского языка Красносельского района Санкт-Петербурга,ГБОУ СОШ № 548,"198332, Санкт-Петербург г, Маршала Казакова ул, дом 30, литер А",Харитонова Алла Геннадьевна,743-48-49,743-48-53,school548@yandex.ru,Юго-Запад,7807027130,1027804607995,
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 549 с углубленным изучением английского языка Красносельского района Санкт-Петербурга,ГБОУ СОШ № 549,"198332, Санкт-Петербург г, Маршала Захарова ул, дом 28, литер А",Крина Ирина Владимировна,742-73-21,742-73-21,school549.spb@yandex.ru,Южно-Приморский,7807024605,1027804604541,
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №568 Красносельского района Санкт-Петербурга,ГБОУ школа №568 Санкт-Петербурга,"198332, Санкт-Петербург, Маршала Жукова проспект, дом 33, корпус 2, литер А",Терещенко Галина Сергеевна,417-61-16,417-61-16,spb568@yandex.ru,Юго-Запад,7807024556,1027804602000,
Красносельский,Государственное бюджетное общеобразовательное учреждение лицей № 590 Красносельского района Санкт-Петербурга,ГБОУ лицей №590 Санкт-Петербурга,"198332, Санкт-Петербург г, Котина ул, дом 6, корпус  3, литер A",Каменский Алексей Михайлович,742-51-81,742-51-81,school590.spb@mail.ru,Юго-Запад,7807016509,1027804599965,
Красносельский,"Государственное бюджетное общеобразовательное учреждение прогимназия №675 Красносельского района Санкт-Петербурга ""Талант""","ГБОУ прогимназия №675 ""Талант""","198332, Санкт-Петербург, Маршала Жукова проспект, дом 37, корпус 4, литер А",Гордеева Ольга Вячеславовна,742-01-55,742-01-55,talant675@gmail.com,Юго-Запад,7807013963,1027804606202,
Красносельский,Государственное бюджетное образовательное учреждение для детей дошкольного и младшего школьного возраста начальная школа-детский сад №678 Красносельского района Санкт-Петербурга,ГБОУ Начальная школа-детский сад №678 Красносельского района Санкт-Петербурга,"198264,г.Санкт-Петербург, 2-я Комсомольская улица, дом 34, литера А",Фокина Ольга Владимировна,730-14-33,730-14-33,sd678@inbox.ru,Константиновское,7807026169,1027804606400,
Красносельский,"Санкт-Петербургское государственное бюджетное нетиповое образовательное учреждение ""Лицей искусств ""Санкт-Петербург""","СПб ГБНОУ ""Лицей искусств ""Санкт-Петербург""","198328, Санкт-Петербург г, Доблести ул, дом 34, литер А",Мельниченко Диана Тихоновна,751-47-59,742-51-52,info@lispb.ru,Южно-Приморский,7807034917,1037819004728,
Красносельский,"Частное общеобразовательное учреждение ""Школа экономики и права""",ЧОУ ШЭиП,"г.Санкт-Петербург, Петергофское шоссе, дом 5, корпус 3, литера А",Копцева Алина Борисовна,745-71-67,745-71-67,iep-gimn2@yandex.ru,Юго-Запад,7807010786,1027804597765,
Красносельский,"Автономная некоммерческая организация общеобразовательная ""Санкт-Петербургская международная школа""","АНО ""СПбМШ""","г.Санкт-Петербург, улица Чекистов, дом 13, литера В",Лаптева Лилия Брониславовна,744-44-78,275-56-10,school@interschool.ru,Сосновая Поляна,7807027469,1027804602132,
Калининский район,Государственное бюджетное общеобразовательное учреждение школа-интернат №9 Калининского района Санкт-Петербурга,ГБОУ школа-интернат №9 Калининского района,"Санкт-Петербург, Старцева улица, дом 7, литера А",Директор: Матюхина Елена Владимировна,8-812-417-64-74,8-812-417-64-17,sc-i9@yandex.ru,Муниципальный округ Гражданка,7804086699,1027802496480,
Калининский район,Государственное бюджетное общеобразовательное учреждение школа №10 Калининского района Санкт-Петербурга,ГБОУ школа №10 Калининского района Санкт-Петербурга," Санкт-Петербург, Жукова улица, дом 11, литера Б",Директор: Зеленкова Елена Олеговна,8-812-540-01-52,8-812-540-01-52,schsluh10@mail.ru,Муниципальный округ Финляндский,7825431265,1037843093991,
Калининский район,Государственное бюджетное общеобразовательное учреждение школа-интернат №28 основного общего образования Калининского района Санкт-Петербурга,ГБОУ школа-интернат №28 Санкт-Петербурга,"Санкт-Петербург, Герасимовская улица, дом 5, литера А",Директор: Романенко Марина Николаевна,8-812-543-50-26,8-812-543-50-26,school-int28@mail.ru,Муниципальный округ Финляндский,7804140593,1027802496864,
Калининский район,"Государственное бюджетное общеобразовательное учреждение школа № 46 Калининского района Санкт-Петербурга ""Центр Реабилитации и Милосердия""","ГБОУ школа № 46 ""Центр РиМ"" Калининского района Санкт-Петербурга","Санкт-Петербург, Амурская улица, дом 2",Директор: Шибанова Елена Анатольевна,8-812-417-63-60,8-812-417-63-60,school046@mail.ru,Муниципальный округ Северный,7804094481,1027802516334,
Калининский район,Государственное бюджетное общеобразовательное учреждение Гимназия № 63 Калининского района Санкт-Петербурга,ГБОУ Гимназия № 63 Калининского района Санкт-Петербурга,"Санкт-Петербург, Культуры проспект, дом 11, корпус 4, литера А",Директор: Туманова Ольга Геннадьевна,8-812-417-27-85,8-812-592-78-86,gimn63@mail.ru,Муниципальный округ Северный,7804089058,1027802496512,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 68 Калининского района Санкт-Петербурга,ГБОУ СОШ № 68 Калининского района Санкт-Петербурга," Санкт-Петербург, Ушинского улица, дом 33, корпус 2, литера А",Директор: Сыч Татьяна Владимировна,8-812-412-25-50,8-812-412-25-50,school68spb@mail.ru,Муниципальный округ 21,7804094058,1027802497250,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 69 Калининского района Санкт-Петербурга,ГБОУ СОШ № 69 Калининского района Санкт-Петербурга,"Санкт-Петербург , Культуры проспект, дом 27, корпус 3, литера А",Директор: Этнис Владислав Исаакович,8-812-558-55-22,8-812-558-55-22,school69@inbox.ru,Муниципальный округ Северный,7804137720,1027802496809,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №71 Калининского района Санкт-Петербурга,ГБОУ СОШ№71 Калининского района Санкт-Петербурга,"Санкт-Петербург , Вавиловых улица, дом 5, корпус 5, литера А",Директор: Коробицына Татьяна Викторовна,8-812-555-66-77,8-812-555-66-77,school071@yandex.ru,Муниципальный округ Академическое,7804137520,1027802496523,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №72 с углублённым изучением немецкого языка Калининского района Санкт-Петербурга,ГБОУ СОШ №72 Калининского района Санкт-Петербурга,"Санкт-Петербург , Ушинского улица, дом 21, литера А",Директор: Стрешинская Инна Васильевна,8-812-417-53-33,8-812-531-74-03,ouschool72@rambler.ru,Муниципальный округ 21,7804099200,1027802497260,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 78 Калининского района Санкт-Петербурга,ГБОУ СОШ № 78 Калининского района Санкт-Петербурга," Санкт-Петербург , Софьи Ковалевской улица, дом 8, корпус 3",Исполняющий обязанности директора: Шеховцова Татьяна Алексеевна,8-812-535-23-52,8-812-535-23-52,sco78@mail.ru,Муниципальный округ Академическое,7804135875,1027802496919,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №79 Калининского района Санкт-Петербурга,ГБОУ СОШ №79 Калининского района Санкт-Петербурга," Санкт-Петербург, Брянцева улица, дом 10",Директор: Акимова Татьяна Николаевна,8-812-417-63-11,8-812-417-63-11,school79@mail.ru,Муниципальный округ Прометей,7804139735,1027802496590,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 81 Калининского района Санкт-Петербурга,ГБОУ СОШ № 81 Калининского района Санкт-Петербурга," Санкт-Петербург, Демьяна Бедного улица, дом 22, корпус 5, литера А",Директор: Федорова Нелли Николаевна,8-812-417-57-07,8-812-417-57-07,NelFed@yandex.ru,Муниципальный округ Северный,7804138996,1027802499207,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №88 Калининского района Санкт-Петербурга,ГБОУ СОШ №88 Калининского района Санкт-Петербурга," Санкт-Петербург, Науки проспект, дом 30, корпус 3, литера А",Директор: Клименко Мария Владимировна,8-911-286-11-24,8-812-417-25-60,88school@mail.ru,Муниципальный округ Гражданка,7804142960,1027802499185,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №89 Калининского района Санкт-Петербурга,ГБОУ СОШ №89 Калининского района Санкт-Петербурга," Санкт-Петербург, Черкасова улица, дом 8, корпус 2",Директор: Симагина Ирина Константиновна,8-812-531-14-01,8-812-531-74-07,school89@mail.ru,Муниципальный округ 21,7804132874,1027802496810,
Калининский район,Государственное бюджетное общеобразовательное учреждение лицей №95 Калининского района Санкт-Петербурга,ГБОУ лицей №95 Калининского района Санкт-Петербурга," Санкт-Петербург, Верности улица, дом 14, корпус 4, литера А",Директор: Ремизова Татьяна Николаевна,8-812-535-17-96,8-812-535-17-96,lyceum-95@yandex.ru,Муниципальный округ Гражданка,7804139140,1027802499141,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 96 Калининского района Санкт-Петербурга,ГБОУ СОШ № 96 Калининского района Санкт-Петербурга," Санкт-Петербург , Черкасова улица, дом 15, корпус 1",Директор: Малиновская Юлия Владиславовна,8-812-531-36-16,8-812-531-36-16,school96.spb@yandex.ru,Муниципальный округ 21,7804090977,1027802499372,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 98 с углубленным изучением английского языка Калининского района Санкт-Петербурга,ГБОУ СОШ №98 Калининского района Санкт-Петербурга," Санкт-Петербург , Гражданский проспект, дом 92, корпус 3, литера А",Директор: Фетисова Ирина Владимировна,8-812-555-75-66,8-812-555-75-66,school98spb@yandex.ru,Муниципальный округ Академическое,7804054513,1027802496842,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 100 Калининского района Санкт-Петербурга,ГБОУ СОШ № 100 Калининского района Санкт-Петербурга,"Санкт-Петербург, Бестужевская улица, дом 5, корпус 1, литера А",Директор: Лудкова Олеся Анатольевна,8-812-247-44-52,8-812-247-44-52,school100.spb@mail.ru,Муниципальный округ Пискарёвка,7804573967,1167847321861,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 111 с углубленным изучением немецкого языка Калининского района Санкт-Петербурга,ГБОУ СОШ № 111 с углубленным изучением немецкого языка Калининского района Санкт-Петербурга," Санкт-Петербург, Фаворского улица, дом 16, литера А",Директор: Розанова Елена Анатольевна,8-812-535-86-96,8-812-535-86-96,shule111@yandex.ru,Муниципальный округ Гражданка,7804139460,1027802496578,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 119 с углубленным изучением английского языка Калининского района Санкт-Петербурга,ГБОУ СОШ №119 Калининского района Санкт-Петербурга," Санкт-Петербург, Тимуровская улица, дом 8, корпус 2, литера А",Директор: Грицова Галина Александровна,8-812-417-24-71,8-812-557-66-79,school119@bk.ru,Муниципальный округ Прометей,7804139848,1027802497282,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №121 Калининского района Санкт-Петербурга,ГБОУ СОШ №121 Калининского района Санкт-Петербурга," Санкт-Петербург, Науки проспект, дом 16, корпус 2, литера А",Директор: Веселова Нина Николаевна,8-812-417-24-29,8-812-417-24-29,school121spb@gmail.com,Муниципальный округ Академическое,7804138474,1027802499020,
Калининский район,Государственное бюджетное общеобразовательное учреждение Лицей №126 Калининского района Санкт-Петербурга,ГБОУ Лицей №126 Калининского района Санкт-Петербурга," Санкт-Петербург, Федосеенко улица, дом 28",Директор: Розов Павел Сергеевич,8-812-576-87-00,8-812-576-87-01,info@l126.ru,Муниципальный округ Финляндский,7804137015,1027802499383,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №128 Калининского района Санкт-Петербурга,ГБОУ СОШ №128 Калининского района Санкт-Петербурга,"Санкт-Петербург, Ольги Форш улица, дом 17, корпус 2, литера А",Директор: Шпирина Наталья Юрьевна,8-812-557-88-77,8-812-558-52-04,128shkola@list.ru,Муниципальный округ Прометей,7804088390,1027802496930,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №136 Калининского района Санкт-Петербурга,ГБОУ СОШ №136 Калининского района Санкт-Петербурга," Санкт-Петербург, Ольги Форш улица, дом 9, литера А",Директор: Бернатович Ирина Валентиновна,8-812-558-64-02,8-812-558-64-02,school-136@mail.ru,Муниципальный округ Прометей,7804148930,1027802496501,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №137 Калининского района Санкт-Петербурга,ГБОУ СОШ №137 Калининского района Санкт-Петербурга,"Санкт-Петербург, Вавиловых улица, дом 8, корпус 2, литера А",Директор: Манько Сергей Алексеевич,8-812-555-37-00,8-812-555-29-17,school137@list.ru,Муниципальный округ Академическое,7804051752,1027802499340,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 138 имени Святого благоверного князя Александра Невского Калининского района Санкт-Петербурга,ГБОУ СОШ №138 Калининского района Санкт-Петербурга,"Санкт-Петербург, Полюстровский проспект, дом 33, корпус 3",Директор: Константинова Светлана Александровна,8-812-540-08-01,8-812-540-08-01,school138@yandex.ru,Муниципальный округ Финляндский,7804044628,1027802499350,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №139 с углубленным изучением математики Калининского района Санкт-Петербурга,ГБОУ СОШ №139 Калининского района Санкт-Петербурга,"г.Санкт-Петербург, Пискарёвский проспект, дом 14, литера А",Директор: Волчёнкова Галина Петровна,8-812-226-33-63,8-812-417-38-02,school139spb@yandex.ru,Муниципальный округ Финляндский,7804098895,1027802496732,
Калининский район,Государственное бюджетное общеобразовательное учреждение лицей №144 Калининского района Санкт - Петербурга,ГБОУ лицей №144 Калининского района Санкт-Петербурга,"Санкт-Петербург, Суздальский проспект, дом 93, корпус 2, литера А",Директор: Федорова Лолита Анатольевна,8-812-531-57-42,8-812-531-57-42,gimn144spb@yandex.ru,Муниципальный округ Прометей,7804140160,1027802499130,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №145 Калининского района Санкт-Петербурга,ГБОУ СОШ №145 Калининского района Санкт-Петербурга,"Санкт-Петербург, Науки проспект, дом 13, корпус 4",Директор: Резанова Светлана Вячеславовна,8-812-417-61-88,8-812-417-61-88,shkola145@inbox.ru,Муниципальный округ Академическое,7804138202,1027802521262,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 146 Калининского района Санкт-Петербурга,ГБОУ СОШ №146 Калининского района Санкт-Петербурга," Санкт-Петербург, Замшина улица, дом 31, корпус 2",Директор: Соболь Алексей Викторович,8-812-543-38-90,8-812-543-38-90,school146.spb@mail.ru,Муниципальный округ Финляндский,7804140603,1027802497909,
Калининский район,Государственное бюджетное общеобразовательное учреждение гимназия № 148 имени Сервантеса Калининского района Санкт-Петербурга,ГБОУ гимназия № 148 имени Сервантеса Калининского района Санкт-Петербурга," Санкт-Петербург, Академика Константинова улица, дом 10, корпус 2, литера А",Директор: Подзюбанова Юлия Владимировна,8-812-417-54-47,8-812-417-54-47,servantes148@mail.ru,Муниципальный округ Академическое,7804089330,1027802499306,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 149 Калининского района Санкт-Петербурга,ГБОУ СОШ № 149 Калининского района Санкт-Петербурга,"Санкт-Петербург, Черкасова улица, дом 4, корпус 2",Директор: Степанова Елена Вадимовна,8-812-531-13-39,8-812-531-13-39,school149@mail.ru,Муниципальный округ 21,7804087205,1027802499152,
Калининский район,Государственное бюджетное общеобразовательное учреждение лицей № 150 Калининского района Санкт-Петербурга,ГБОУ лицей №150 Калининского района Санкт-Петербурга," Санкт-Петербург, Светлановский проспект, дом 38, корпус 2, литера А",Директор: Фукс Лариса Анатольевна,8-812-417-64-41,8-812-417-64-41,school-150@mail.ru,Муниципальный округ Академическое,7804143971,1027802497898,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 156 с углубленным изучением информатики Калининского района Санкт-Петербурга,ГБОУ СОШ №156 Калининского района Санкт-Петербурга,"Санкт-Петербург, Меншиковский проспект, дом 15, корпус 3, литера А",Директор: Белик Александра Евгеньевна,8-812-299-14-57,8-812-299-14-57,school156.spb@yandex.ru,Муниципальный округ Пискаревка,7804142047,1027802499339,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №158 Калининского района Санкт-Петербурга,ГБОУ СОШ №158 Калининского района Санкт-Петербурга," Санкт-Петербург, Светлановский проспект, дом 40, корпус 3, литера А",Директор: Хрусталева Светлана Владимировна,8-812-555-26-70,8-812-555-26-70,school158@mail.ru,Муниципальный округ Академическое,7804093791,1027802499120,
Калининский район,"Государственное бюджетное общеобразовательное учреждение гимназия №159 ""Бестужевская"" Калининского района Санкт-Петербурга","ГБОУ гимназия №159 ""Бестужевская"" Калининского района Санкт-Петербурга"," Санкт-Петербург, Мечникова проспект, дом 16, литера А",Директор: Андросова Виктория Евгеньевна,8-812-543-53-53,8-812-543-53-53,school159@mail.ru,Муниципальный округ Пискаревка,7804137738,1027802497601,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 172 Калининского района Санкт-Петербурга,ГБОУ СОШ № 172 Калининского района Санкт-Петербурга," Санкт-Петербург, Демьяна Бедного улица, дом 12, корпус 2",Директор: Ануфриева Тамара Федоровна,8-812-417-34-14,8-812-558-96-63,gousosh172@mail.ru,Муниципальный округ Северный,7804137953,1027802499944,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №175 Калининского района Санкт-Петербурга,ГБОУ СОШ №175 Калининского района Санкт-Петербурга," Санкт-Петербург, Просвещения проспект, дом 106, корпус 2, литера А",Директор: Литвякова Марина Витальевна,8-812-417-24-48,8-812-417-24-48,school175@bk.ru,Муниципальный округ 21,7804134977,1027802499328,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №176 Калининского района Санкт-Петербурга,ГБОУ СОШ №176 Калининского района Санкт-Петербурга,"Санкт-Петербург, Ушинского улица, дом 13, литера А",Директор: Биланюк Ирина Валерьевна,8-812-590-12-58,8-812-590-12-58,school76@list.ru,Муниципальный округ 21,7804139189,1027802496765,
Калининский район,Государственное бюджетное общеобразовательное учреждение лицей №179 Калининского района Санкт-Петербурга,ГБОУ лицей №179 Калининского района Санкт-Петербурга," Санкт-Петербург, Ушинского улица, дом 35, корпус 2, литера А",Директор: Батова Людмила Анатольевна,8-812-417-50-88,8-812-417-50-88,lyceum179spb@mail.ru,Муниципальный округ 21,7804148916,1027802497337,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №184 Калининского района Санкт-Петербурга,ГБОУ СОШ №184 Калининского района Санкт-Петербурга," Санкт-Петербург, Верности улица, дом 38, корпус 4, литера А",Директор: Максимчук Владимир Михайлович,8-812-417-34-65,8-812-417-34-68,s.184@mail.ru,Муниципальный округ Пискаревка,7804139566,1027802499295,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 186 Калининского района Санкт-Петербурга,ГБОУ СОШ № 186 Калининского района Санкт-Петербурга," Санкт-Петербург, Замшина улица, дом 58, корпус 2",Директор: Журавлёва Ольга Витальевна,8-812-417-24-12,8-812-417-24-12,school186@mail.ru,Муниципальный округ Финляндский,7804139855,1027802497557,
Калининский район,"Государственное бюджетное общеобразовательное учреждение гимназия №192 Калининского района Санкт-Петербурга ""Брюсовская гимназия""","ГБОУ гимназия №192 ""Брюсовская гимназия"""," Санкт-Петербург, Брюсовская улица, дом 10, литера А",Директор: Масленникова Светлана Александровна,8-812-417-53-81,8-812-417-53-80,school@g192.spb.ru,Муниципальный округ Пискаревка,7804086201,1027802499119,
Калининский район,Государственное бюджетное общеобразовательное учреждение общеобразовательное учреждение общеобразовательная школа №220 Калининского района Санкт-Петербурга,ГБОУ общеобразовательная школа №220,"Санкт-Петербург, Бестужевская улица, дом 3, корпус 4",Королькова Елена Владимировна,8-911-788-91-31,8-911-788-91-31,school220spb@yandex.ru,Муниципальный округ Гражданка,7804610400,1177847375562,
Калининский район,Государственное бюджетное общеобразовательное учреждение лицей №470 Калининского района Санкт-Петербурга,ГБОУ лицей №470 Калининского района Санкт-Петербурга,"Санкт-Петербург, Бутлерова улица, дом 22, литера А",Директор: Винокурова Ольга Луиновна,8-812-535-07-94,8-812-535-07-94,gymn470@gymn470.ru,Муниципальный округ Гражданка,7804139157,1027802497304,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №473 Калининского района Санкт-Петербурга,ГБОУ СОШ №473 Калининского района Санкт-Петербурга," Санкт-Петербург, Верности улица, дом 28, корпус 4",Директор: Ситникова Валентина Петровна,8-812-535-44-34,8-812-535-44-34,School473-2006@mail.ru,Муниципальный округ Гражданка,7804139164,1027802499218,
